model,feature,importance
Random_Forest,High_Sentiment,4.7292286030443355e-06
Random_Forest,Market_Beta,0.017372322394156453
Random_Forest,Year,0.0013410873656073822
Random_Forest,has_clinical_trials,1.3527938841720132e-05
Random_Forest,news_count_lag5,0.0015221978126378586
Random_Forest,Dividends,0.017983609676466887
Random_Forest,Price_Ratio_MA_50,0.008632425653713093
Random_Forest,Close_lag3,0.006431157510541694
Random_Forest,Daily_Return_Percent,0.006176953600313975
Random_Forest,Volume_MA_20,0.013041661333102502
Random_Forest,Volume_Ratio_20,0.00717176281684383
Random_Forest,Is_Monday,0.001933730791246859
Random_Forest,Importance_MA_3,0.001044910180039888
Random_Forest,weighted_avg_sentiment_lag2,0.0020918938256107465
Random_Forest,Close_lag5,0.003579976234923175
Random_Forest,day_importance_score_lag2,0.0017286382200457672
Random_Forest,Low,0.004194907300261216
Random_Forest,Volume_Surge,0.0002116376130426154
Random_Forest,avg_sentiment_lag3,2.1401827776946588e-05
Gradient_Boosting,Volume_Ratio,0.011983072279589632
Gradient_Boosting,avg_priority,0.0006736508610965569
Gradient_Boosting,Drug_News_MA_7,1.3075664362984015e-05
Gradient_Boosting,day_importance_score_lag1,0.00031074399808702995
Gradient_Boosting,Volatility_20D_normalized,0.022524310972594445
Gradient_Boosting,Price_Change_20D,0.005313243555180852
Gradient_Boosting,Price_Volatility_5D,0.026952833954087787
Gradient_Boosting,RSI,0.019923383704839967
Gradient_Boosting,Price_Return_10D,0.025228846614785874
Gradient_Boosting,MA_50_normalized,0.02233797780248709
Gradient_Boosting,has_post_approval,0.0
Gradient_Boosting,Sentiment_Change_7D,0.001348403777773422
Gradient_Boosting,NIFTY_PHARMA_Close,0.034342834983953116
Gradient_Boosting,High_Importance_Day,0.0
Gradient_Boosting,Volume,0.016793822359679498
Gradient_Boosting,Volume_Ratio_5,0.014641693026457299
Gradient_Boosting,Market_Relative_Performance,0.035353324970228445
Gradient_Boosting,Quarter,0.00046881763468027265
Gradient_Boosting,MACD_Signal_normalized,0.017375393324017618
Gradient_Boosting,Weighted_Sentiment_MA_14,0.004253299209616342
Gradient_Boosting,max_priority,3.791971136670039e-06
Gradient_Boosting,Price_Change_5D,0.007166412984767068
Gradient_Boosting,NIFTY50_Close,0.010389862087563326
Gradient_Boosting,BB_Lower,0.009634247696901603
Gradient_Boosting,drug_news_ratio,0.0
Gradient_Boosting,Low_Sentiment,7.356901343288097e-05
Gradient_Boosting,Volume_Ratio_10,0.013675003977258383
Gradient_Boosting,High,0.005156268284655293
Gradient_Boosting,weighted_avg_sentiment,0.00019178103260862096
Gradient_Boosting,RSI_normalized,0.04825640745017062
Gradient_Boosting,Sentiment_Change_1D,0.0055831451099642125
Gradient_Boosting,day_importance_score_lag5,0.0008487175514640715
Gradient_Boosting,Weighted_Sentiment_Change_1D,0.0011676905276570655
Gradient_Boosting,news_count_lag1,0.0016416863933126993
Gradient_Boosting,MA_50,0.014845761223382936
Gradient_Boosting,Stock Splits,0.0
Gradient_Boosting,has_regulatory_review,0.0
Gradient_Boosting,Sentiment_MA_7,0.000449423426145356
Gradient_Boosting,company_news_count,0.00039431092283111294
Gradient_Boosting,Price_MA_5,0.004779707504966943
Gradient_Boosting,Price_MA_10,0.003609800746101686
Gradient_Boosting,Weighted_Sentiment_MA_3,0.00018446483339630914
Gradient_Boosting,Drug_News_MA_14,5.056500256179061e-06
Gradient_Boosting,Volatility_20D,0.009888273809233772
Gradient_Boosting,High_News_Day,2.1527163611217523e-05
Gradient_Boosting,MACD_Signal,0.012007830435918423
Gradient_Boosting,Sentiment_MA_21,0.009822593403602519
Gradient_Boosting,Is_Friday,0.0011907593257100893
Gradient_Boosting,Is_Month_End,1.004346164928412e-05
Gradient_Boosting,BB_Lower_normalized,0.02095892135178818
Gradient_Boosting,has_application_phase,0.0
Gradient_Boosting,Price_Ratio_MA_20,0.009484362824308838
Gradient_Boosting,MA_20,0.005572402246789322
Gradient_Boosting,Drug_News_Day,0.0
Gradient_Boosting,News_Volume_MA_14,0.0063736668290076855
Gradient_Boosting,weighted_avg_sentiment_lag5,0.0
Gradient_Boosting,BB_Upper_normalized,0.014006615604022088
Gradient_Boosting,weighted_avg_sentiment_lag3,7.199302943289578e-05
Gradient_Boosting,Weighted_Sentiment_Change_7D,0.0035178355748351066
Gradient_Boosting,Price_MA_20,0.003824595204800633
Gradient_Boosting,MA_200_normalized,0.015850616151159534
Gradient_Boosting,Importance_MA_7,0.0003657131095424025
Gradient_Boosting,Sentiment_Change_3D,0.0008376936775986392
Gradient_Boosting,sentiment_std,0.002054689722063985
Gradient_Boosting,Price_Ratio_MA_10,0.02537379738888387
Gradient_Boosting,Close_lag1,0.005804794059529832
Gradient_Boosting,avg_sentiment_lag5,0.0009529017948980949
Gradient_Boosting,has_regulatory_issues,0.0
Gradient_Boosting,FDA_Event_Week,3.567115892076243e-05
Gradient_Boosting,avg_sentiment_lag1,0.0006807021689736612
Gradient_Boosting,Price_Volatility_20D,0.010302457024212135
Gradient_Boosting,news_count,0.0002826781303292023
Gradient_Boosting,Weighted_Sentiment_Change_3D,0.00021419190515000754
Gradient_Boosting,Sentiment_MA_14,0.0030344389402581495
Gradient_Boosting,Weighted_Sentiment_MA_7,0.0020693627488994224
Gradient_Boosting,has_approval_process,0.0
Gradient_Boosting,Importance_MA_14,0.0030372252947436684
Gradient_Boosting,Open,0.0038834420323801307
Gradient_Boosting,Price_Return_3D,0.02185784030131645
Gradient_Boosting,MACD,0.02237267625349026
Gradient_Boosting,drug_specific_count,0.0
Gradient_Boosting,MA_20_normalized,0.004071462307174774
Gradient_Boosting,News_Volume_Change,0.0027890176566918163
Gradient_Boosting,news_count_lag3,0.0028839068485148503
Gradient_Boosting,MA_200,0.0034517643987499094
Gradient_Boosting,BB_Middle_normalized,0.005190897602680805
Gradient_Boosting,Price_Return_20D,0.005850258367055904
Gradient_Boosting,Volume_Sentiment_Interaction,0.0027773763764071605
Gradient_Boosting,Close,0.009522863997685656
Gradient_Boosting,Price_MA_50,0.009190305414521647
Gradient_Boosting,avg_sentiment,0.0038577938592406374
Gradient_Boosting,Price_Return_5D,0.009864390744421778
Gradient_Boosting,avg_sentiment_lag2,0.009848078161504155
Gradient_Boosting,Drug_News_MA_3,1.533937544063325e-05
Gradient_Boosting,News_Volume_MA_7,0.0028688684726494882
Gradient_Boosting,Day_of_Week,0.009281625558763577
Gradient_Boosting,NIFTY_PHARMA_Return,0.0264876936172507
Gradient_Boosting,Sentiment_Volatility_7D,0.0029278823477438386
Gradient_Boosting,Price_Ratio_MA_5,0.01687027286376347
Gradient_Boosting,day_importance_score_lag3,0.0024796930673573326
Gradient_Boosting,Volume_MA_5,0.02185233659029873
Gradient_Boosting,Daily_Return,0.0037183701524108968
Gradient_Boosting,Drug_News_Change,0.0
Gradient_Boosting,news_count_lag2,0.0005980592256834082
Gradient_Boosting,Is_Quarter_End,0.0
Gradient_Boosting,BB_Middle,0.003065091416769499
Gradient_Boosting,NIFTY50_Return,0.023656953189208886
Gradient_Boosting,BB_Upper,0.01669536052568663
Gradient_Boosting,weighted_sentiment_std,0.0005721531638623996
Gradient_Boosting,Sentiment_MA_3,0.0003853964348570013
Gradient_Boosting,Medium_Importance_Day,0.0
Gradient_Boosting,Volume_MA_10,0.017150828200126998
Gradient_Boosting,Month,0.011327793979589879
Gradient_Boosting,Price_Return_1D,0.0065943562952525256
Gradient_Boosting,Price_Volatility_10D,0.01265746570262318
Gradient_Boosting,day_importance_score,8.153964547158535e-05
Gradient_Boosting,total_priority,0.0002644438299889644
Gradient_Boosting,News_Volume_MA_3,0.0056976127580744265
Gradient_Boosting,MACD_normalized,0.01900672539403547
Gradient_Boosting,weighted_avg_sentiment_lag1,0.00027444839226852484
Gradient_Boosting,Close_lag2,0.008935090320382871
Gradient_Boosting,Sentiment_Price_Interaction,0.0022010999514171636
Gradient_Boosting,High_Sentiment,3.664943945102844e-06
Gradient_Boosting,Market_Beta,0.03148704251822698
Gradient_Boosting,Year,0.00037231128287849163
Gradient_Boosting,has_clinical_trials,0.0
Gradient_Boosting,news_count_lag5,0.0009415225929117469
Gradient_Boosting,Dividends,0.008100237019321686
Gradient_Boosting,Price_Ratio_MA_50,0.01193404195595591
Gradient_Boosting,Close_lag3,0.005613189214373395
Gradient_Boosting,Daily_Return_Percent,0.004798509218233082
Gradient_Boosting,Volume_MA_20,0.019496344272189034
Gradient_Boosting,Volume_Ratio_20,0.011174666740171276
Gradient_Boosting,Is_Monday,0.0001799515510862523
Gradient_Boosting,Importance_MA_3,0.0007372198338651362
Gradient_Boosting,weighted_avg_sentiment_lag2,0.003397692917285523
Gradient_Boosting,Close_lag5,0.0073917699340208315
Gradient_Boosting,day_importance_score_lag2,0.0019474483231361006
Gradient_Boosting,Low,0.003340608731768743
Gradient_Boosting,Volume_Surge,0.0004610126864519313
Gradient_Boosting,avg_sentiment_lag3,0.0
XGBoost,Volume_Ratio,0.0027051735669374466
XGBoost,avg_priority,0.0017824916867539287
XGBoost,Drug_News_MA_7,0.0
XGBoost,day_importance_score_lag1,0.0009298785589635372
XGBoost,Volatility_20D_normalized,0.0054379175417125225
XGBoost,Price_Change_20D,0.006345184054225683
XGBoost,Price_Volatility_5D,0.006996984127908945
XGBoost,RSI,0.007331361062824726
XGBoost,Price_Return_10D,0.007767985109239817
XGBoost,MA_50_normalized,0.011502564884722233
XGBoost,has_post_approval,0.0
XGBoost,Sentiment_Change_7D,0.005417767912149429
XGBoost,NIFTY_PHARMA_Close,0.01151413656771183
XGBoost,High_Importance_Day,0.0
XGBoost,Volume,0.008590868674218655
XGBoost,Volume_Ratio_5,0.009281712584197521
XGBoost,Market_Relative_Performance,0.011434221640229225
XGBoost,Quarter,0.0036423648707568645
XGBoost,MACD_Signal_normalized,0.01031423732638359
XGBoost,Weighted_Sentiment_MA_14,0.00968982558697462
XGBoost,max_priority,0.0
XGBoost,Price_Change_5D,0.010269273072481155
XGBoost,NIFTY50_Close,0.008708656765520573
XGBoost,BB_Lower,0.00847695767879486
XGBoost,drug_news_ratio,0.0
XGBoost,Low_Sentiment,0.0
XGBoost,Volume_Ratio_10,0.01528964564204216
XGBoost,High,0.0068653482012450695
XGBoost,weighted_avg_sentiment,0.0
XGBoost,RSI_normalized,0.01704087108373642
XGBoost,Sentiment_Change_1D,0.01669185422360897
XGBoost,day_importance_score_lag5,0.005016790237277746
XGBoost,Weighted_Sentiment_Change_1D,0.00173574045766145
XGBoost,news_count_lag1,0.0051892660558223724
XGBoost,MA_50,0.017996354028582573
XGBoost,Stock Splits,0.0
XGBoost,has_regulatory_review,0.0
XGBoost,Sentiment_MA_7,0.004433188587427139
XGBoost,company_news_count,0.0029065038543194532
XGBoost,Price_MA_5,0.012277833186089993
XGBoost,Price_MA_10,0.01860395446419716
XGBoost,Weighted_Sentiment_MA_3,0.01178075186908245
XGBoost,Drug_News_MA_14,0.0
XGBoost,Volatility_20D,0.011045682244002819
XGBoost,High_News_Day,0.0
XGBoost,MACD_Signal,0.007124973926693201
XGBoost,Sentiment_MA_21,0.009970534592866898
XGBoost,Is_Friday,0.009288840927183628
XGBoost,Is_Month_End,0.0
XGBoost,BB_Lower_normalized,0.01777978241443634
XGBoost,has_application_phase,0.0
XGBoost,Price_Ratio_MA_20,0.012292793951928616
XGBoost,MA_20,0.021487032994627953
XGBoost,Drug_News_Day,0.0
XGBoost,News_Volume_MA_14,0.009693890810012817
XGBoost,weighted_avg_sentiment_lag5,0.0
XGBoost,BB_Upper_normalized,0.011275917291641235
XGBoost,weighted_avg_sentiment_lag3,0.0
XGBoost,Weighted_Sentiment_Change_7D,0.008847672492265701
XGBoost,Price_MA_20,0.0
XGBoost,MA_200_normalized,0.011878498829901218
XGBoost,Importance_MA_7,0.014416657388210297
XGBoost,Sentiment_Change_3D,0.007552866358309984
XGBoost,sentiment_std,0.026052454486489296
XGBoost,Price_Ratio_MA_10,0.009262275882065296
XGBoost,Close_lag1,0.012169924564659595
XGBoost,avg_sentiment_lag5,0.008207539096474648
XGBoost,has_regulatory_issues,0.0
XGBoost,FDA_Event_Week,0.01059636939316988
XGBoost,avg_sentiment_lag1,0.009905321523547173
XGBoost,Price_Volatility_20D,0.0
XGBoost,news_count,0.0
XGBoost,Weighted_Sentiment_Change_3D,0.0
XGBoost,Sentiment_MA_14,0.0077493744902312756
XGBoost,Weighted_Sentiment_MA_7,0.0
XGBoost,has_approval_process,0.0
XGBoost,Importance_MA_14,0.014263741672039032
XGBoost,Open,0.004635668359696865
XGBoost,Price_Return_3D,0.010139470919966698
XGBoost,MACD,0.011385664343833923
XGBoost,drug_specific_count,0.0
XGBoost,MA_20_normalized,0.009804151952266693
XGBoost,News_Volume_Change,0.018449299037456512
XGBoost,news_count_lag3,0.0
XGBoost,MA_200,0.009547675959765911
XGBoost,BB_Middle_normalized,0.0
XGBoost,Price_Return_20D,0.0
XGBoost,Volume_Sentiment_Interaction,0.018527330830693245
XGBoost,Close,0.00971838179975748
XGBoost,Price_MA_50,0.0
XGBoost,avg_sentiment,0.0
XGBoost,Price_Return_5D,0.0
XGBoost,avg_sentiment_lag2,0.015510855242609978
XGBoost,Drug_News_MA_3,0.0
XGBoost,News_Volume_MA_7,0.0
XGBoost,Day_of_Week,0.010276070795953274
XGBoost,NIFTY_PHARMA_Return,0.009589677676558495
XGBoost,Sentiment_Volatility_7D,0.00812780112028122
XGBoost,Price_Ratio_MA_5,0.008950402028858662
XGBoost,day_importance_score_lag3,0.04339062422513962
XGBoost,Volume_MA_5,0.01091680210083723
XGBoost,Daily_Return,0.010876025073230267
XGBoost,Drug_News_Change,0.0
XGBoost,news_count_lag2,0.012588436715304852
XGBoost,Is_Quarter_End,0.0
XGBoost,BB_Middle,0.0
XGBoost,NIFTY50_Return,0.01187596470117569
XGBoost,BB_Upper,0.007400102447718382
XGBoost,weighted_sentiment_std,0.0
XGBoost,Sentiment_MA_3,0.007293163798749447
XGBoost,Medium_Importance_Day,0.0
XGBoost,Volume_MA_10,0.01737057790160179
XGBoost,Month,0.013385691680014133
XGBoost,Price_Return_1D,0.0
XGBoost,Price_Volatility_10D,0.009812719188630581
XGBoost,day_importance_score,0.0
XGBoost,total_priority,0.006813226267695427
XGBoost,News_Volume_MA_3,0.024208255112171173
XGBoost,MACD_normalized,0.01225293893367052
XGBoost,weighted_avg_sentiment_lag1,0.0
XGBoost,Close_lag2,0.015315486118197441
XGBoost,Sentiment_Price_Interaction,0.009015277028083801
XGBoost,High_Sentiment,0.0
XGBoost,Market_Beta,0.008935143239796162
XGBoost,Year,0.0044899811036884785
XGBoost,has_clinical_trials,0.0
XGBoost,news_count_lag5,0.0
XGBoost,Dividends,0.013106896542012691
XGBoost,Price_Ratio_MA_50,0.013072780333459377
XGBoost,Close_lag3,0.011086633428931236
XGBoost,Daily_Return_Percent,0.0
XGBoost,Volume_MA_20,0.012826330028474331
XGBoost,Volume_Ratio_20,0.0
XGBoost,Is_Monday,0.0
XGBoost,Importance_MA_3,0.015073639340698719
XGBoost,weighted_avg_sentiment_lag2,0.0
XGBoost,Close_lag5,0.008951066993176937
XGBoost,day_importance_score_lag2,0.005491422023624182
XGBoost,Low,0.014958557672798634
XGBoost,Volume_Surge,0.0
XGBoost,avg_sentiment_lag3,0.0
LightGBM,Volume_Ratio,24.0
LightGBM,avg_priority,0.0
LightGBM,Drug_News_MA_7,0.0
LightGBM,day_importance_score_lag1,0.0
LightGBM,Volatility_20D_normalized,21.0
LightGBM,Price_Change_20D,25.0
LightGBM,Price_Volatility_5D,43.0
LightGBM,RSI,25.0
LightGBM,Price_Return_10D,28.0
LightGBM,MA_50_normalized,36.0
LightGBM,has_post_approval,0.0
LightGBM,Sentiment_Change_7D,6.0
LightGBM,NIFTY_PHARMA_Close,40.0
LightGBM,High_Importance_Day,0.0
LightGBM,Volume,19.0
LightGBM,Volume_Ratio_5,31.0
LightGBM,Market_Relative_Performance,46.0
LightGBM,Quarter,4.0
LightGBM,MACD_Signal_normalized,31.0
LightGBM,Weighted_Sentiment_MA_14,5.0
LightGBM,max_priority,0.0
LightGBM,Price_Change_5D,31.0
LightGBM,NIFTY50_Close,12.0
LightGBM,BB_Lower,8.0
LightGBM,drug_news_ratio,0.0
LightGBM,Low_Sentiment,0.0
LightGBM,Volume_Ratio_10,31.0
LightGBM,High,6.0
LightGBM,weighted_avg_sentiment,0.0
LightGBM,RSI_normalized,37.0
LightGBM,Sentiment_Change_1D,2.0
LightGBM,day_importance_score_lag5,5.0
LightGBM,Weighted_Sentiment_Change_1D,2.0
LightGBM,news_count_lag1,0.0
LightGBM,MA_50,11.0
LightGBM,Stock Splits,0.0
LightGBM,has_regulatory_review,0.0
LightGBM,Sentiment_MA_7,0.0
LightGBM,company_news_count,2.0
LightGBM,Price_MA_5,8.0
LightGBM,Price_MA_10,6.0
LightGBM,Weighted_Sentiment_MA_3,1.0
LightGBM,Drug_News_MA_14,0.0
LightGBM,Volatility_20D,35.0
LightGBM,High_News_Day,0.0
LightGBM,MACD_Signal,20.0
LightGBM,Sentiment_MA_21,14.0
LightGBM,Is_Friday,6.0
LightGBM,Is_Month_End,0.0
LightGBM,BB_Lower_normalized,23.0
LightGBM,has_application_phase,0.0
LightGBM,Price_Ratio_MA_20,24.0
LightGBM,MA_20,13.0
LightGBM,Drug_News_Day,0.0
LightGBM,News_Volume_MA_14,4.0
LightGBM,weighted_avg_sentiment_lag5,0.0
LightGBM,BB_Upper_normalized,17.0
LightGBM,weighted_avg_sentiment_lag3,0.0
LightGBM,Weighted_Sentiment_Change_7D,0.0
LightGBM,Price_MA_20,0.0
LightGBM,MA_200_normalized,27.0
LightGBM,Importance_MA_7,2.0
LightGBM,Sentiment_Change_3D,1.0
LightGBM,sentiment_std,0.0
LightGBM,Price_Ratio_MA_10,55.0
LightGBM,Close_lag1,7.0
LightGBM,avg_sentiment_lag5,0.0
LightGBM,has_regulatory_issues,0.0
LightGBM,FDA_Event_Week,0.0
LightGBM,avg_sentiment_lag1,1.0
LightGBM,Price_Volatility_20D,0.0
LightGBM,news_count,2.0
LightGBM,Weighted_Sentiment_Change_3D,0.0
LightGBM,Sentiment_MA_14,1.0
LightGBM,Weighted_Sentiment_MA_7,1.0
LightGBM,has_approval_process,0.0
LightGBM,Importance_MA_14,5.0
LightGBM,Open,2.0
LightGBM,Price_Return_3D,30.0
LightGBM,MACD,17.0
LightGBM,drug_specific_count,0.0
LightGBM,MA_20_normalized,17.0
LightGBM,News_Volume_Change,1.0
LightGBM,news_count_lag3,0.0
LightGBM,MA_200,20.0
LightGBM,BB_Middle_normalized,0.0
LightGBM,Price_Return_20D,0.0
LightGBM,Volume_Sentiment_Interaction,12.0
LightGBM,Close,7.0
LightGBM,Price_MA_50,0.0
LightGBM,avg_sentiment,0.0
LightGBM,Price_Return_5D,0.0
LightGBM,avg_sentiment_lag2,0.0
LightGBM,Drug_News_MA_3,0.0
LightGBM,News_Volume_MA_7,3.0
LightGBM,Day_of_Week,8.0
LightGBM,NIFTY_PHARMA_Return,44.0
LightGBM,Sentiment_Volatility_7D,10.0
LightGBM,Price_Ratio_MA_5,41.0
LightGBM,day_importance_score_lag3,4.0
LightGBM,Volume_MA_5,30.0
LightGBM,Daily_Return,40.0
LightGBM,Drug_News_Change,0.0
LightGBM,news_count_lag2,6.0
LightGBM,Is_Quarter_End,0.0
LightGBM,BB_Middle,0.0
LightGBM,NIFTY50_Return,69.0
LightGBM,BB_Upper,14.0
LightGBM,weighted_sentiment_std,0.0
LightGBM,Sentiment_MA_3,1.0
LightGBM,Medium_Importance_Day,0.0
LightGBM,Volume_MA_10,30.0
LightGBM,Month,6.0
LightGBM,Price_Return_1D,0.0
LightGBM,Price_Volatility_10D,29.0
LightGBM,day_importance_score,0.0
LightGBM,total_priority,2.0
LightGBM,News_Volume_MA_3,8.0
LightGBM,MACD_normalized,26.0
LightGBM,weighted_avg_sentiment_lag1,0.0
LightGBM,Close_lag2,8.0
LightGBM,Sentiment_Price_Interaction,1.0
LightGBM,High_Sentiment,0.0
LightGBM,Market_Beta,24.0
LightGBM,Year,0.0
LightGBM,has_clinical_trials,0.0
LightGBM,news_count_lag5,0.0
LightGBM,Dividends,0.0
LightGBM,Price_Ratio_MA_50,22.0
LightGBM,Close_lag3,13.0
LightGBM,Daily_Return_Percent,0.0
LightGBM,Volume_MA_20,39.0
LightGBM,Volume_Ratio_20,0.0
LightGBM,Is_Monday,0.0
LightGBM,Importance_MA_3,3.0
LightGBM,weighted_avg_sentiment_lag2,0.0
LightGBM,Close_lag5,9.0
LightGBM,day_importance_score_lag2,1.0
LightGBM,Low,1.0
LightGBM,Volume_Surge,0.0
LightGBM,avg_sentiment_lag3,0.0
